Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2
 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 116 ; sample_count 2170950 
 sample_per_sec 116 ; sample_count 2172998 
 sample_per_sec 116 ; sample_count 2172998 
 sample_per_sec 117 ; sample_count 2176070 
 sample_per_sec 117 ; sample_count 2179441 
 sample_per_sec 117 ; sample_count 2179441 
 sample_per_sec 117 ; sample_count 2179441 
 sample_per_sec 117 ; sample_count 2179441 
 sample_per_sec 117 ; sample_count 2179441 
 sample_per_sec 117 ; sample_count 2180465 
 sample_per_sec 117 ; sample_count 2182513 
 sample_per_sec 117 ; sample_count 2185585 
 sample_per_sec 117 ; sample_count 2185585 
 sample_per_sec 117 ; sample_count 2187633 
 sample_per_sec 117 ; sample_count 2188958 
 sample_per_sec 117 ; sample_count 2188958 
 sample_per_sec 117 ; sample_count 2188958 
 sample_per_sec 117 ; sample_count 2188958 
 sample_per_sec 117 ; sample_count 2189982 
 sample_per_sec 117 ; sample_count 2192030 
 sample_per_sec 117 ; sample_count 2195102 
 sample_per_sec 117 ; sample_count 2197150 
 sample_per_sec 117 ; sample_count 2198527 
 sample_per_sec 117 ; sample_count 2198527 
 sample_per_sec 117 ; sample_count 2198527 
 sample_per_sec 117 ; sample_count 2198527 
 sample_per_sec 117 ; sample_count 2199551 
 sample_per_sec 117 ; sample_count 2201599 
 sample_per_sec 117 ; sample_count 2203647 
 sample_per_sec 117 ; sample_count 2206719 
 sample_per_sec 117 ; sample_count 2208045 
 sample_per_sec 117 ; sample_count 2208045 
 sample_per_sec 117 ; sample_count 2208045 
 sample_per_sec 117 ; sample_count 2208045 
 sample_per_sec 117 ; sample_count 2209069 
 sample_per_sec 117 ; sample_count 2212141 
 sample_per_sec 118 ; sample_count 2215213 
 sample_per_sec 118 ; sample_count 2215213 
 sample_per_sec 118 ; sample_count 2217547 
 sample_per_sec 118 ; sample_count 2217547 
 sample_per_sec 118 ; sample_count 2217547 
 sample_per_sec 118 ; sample_count 2218571 
 sample_per_sec 118 ; sample_count 2218571 
 sample_per_sec 118 ; sample_count 2221643 
 sample_per_sec 118 ; sample_count 2224715 
 sample_per_sec 118 ; sample_count 2227084 
 sample_per_sec 118 ; sample_count 2227084 
 sample_per_sec 118 ; sample_count 2227084 
 sample_per_sec 118 ; sample_count 2228108 
 sample_per_sec 118 ; sample_count 2228108 
 sample_per_sec 118 ; sample_count 2231180 
 sample_per_sec 118 ; sample_count 2233228 
 sample_per_sec 118 ; sample_count 2235276 
 sample_per_sec 118 ; sample_count 2236650 
 sample_per_sec 118 ; sample_count 2236650 
 sample_per_sec 118 ; sample_count 2236650 
 sample_per_sec 118 ; sample_count 2236650 
 sample_per_sec 118 ; sample_count 2237674 
 sample_per_sec 118 ; sample_count 2239722 
 sample_per_sec 118 ; sample_count 2242794 
 sample_per_sec 118 ; sample_count 2244842 
 sample_per_sec 118 ; sample_count 2246186 
 sample_per_sec 118 ; sample_count 2246186 
 sample_per_sec 118 ; sample_count 2246186 
 sample_per_sec 118 ; sample_count 2246186 
 sample_per_sec 118 ; sample_count 2247210 
 sample_per_sec 118 ; sample_count 2247210 
 sample_per_sec 118 ; sample_count 2250282 
 sample_per_sec 119 ; sample_count 2252330 
 sample_per_sec 119 ; sample_count 2255680 
 sample_per_sec 119 ; sample_count 2255680 
 sample_per_sec 119 ; sample_count 2255680 
 sample_per_sec 119 ; sample_count 2255680 
 sample_per_sec 119 ; sample_count 2256704 
 sample_per_sec 119 ; sample_count 2256704 
 sample_per_sec 119 ; sample_count 2258752 
 sample_per_sec 119 ; sample_count 2261824 
 sample_per_sec 119 ; sample_count 2264896 
 sample_per_sec 119 ; sample_count 2265220 
 sample_per_sec 119 ; sample_count 2265220 
 sample_per_sec 119 ; sample_count 2265220 
 sample_per_sec 119 ; sample_count 2265220 
 sample_per_sec 119 ; sample_count 2266244 
 sample_per_sec 119 ; sample_count 2269316 
 sample_per_sec 119 ; sample_count 2269316 
 sample_per_sec 119 ; sample_count 2272388 
 sample_per_sec 119 ; sample_count 2274737 
 sample_per_sec 119 ; sample_count 2274737 
 sample_per_sec 119 ; sample_count 2274737 
 sample_per_sec 119 ; sample_count 2275761 
 sample_per_sec 119 ; sample_count 2275761 
 sample_per_sec 119 ; sample_count 2278833 
 sample_per_sec 119 ; sample_count 2281905 
 sample_per_sec 119 ; sample_count 2284239 
 sample_per_sec 119 ; sample_count 2284239 
 sample_per_sec 119 ; sample_count 2284239 
 sample_per_sec 119 ; sample_count 2284239 
 sample_per_sec 119 ; sample_count 2285263 
 sample_per_sec 119 ; sample_count 2287311 
 sample_per_sec 120 ; sample_count 2290383 
 sample_per_sec 120 ; sample_count 2293756 
 sample_per_sec 120 ; sample_count 2293756 
 sample_per_sec 120 ; sample_count 2293756 
 sample_per_sec 120 ; sample_count 2293756 
 sample_per_sec 120 ; sample_count 2293756 
 sample_per_sec 120 ; sample_count 2294780 
 sample_per_sec 120 ; sample_count 2294780 
 sample_per_sec 120 ; sample_count 2297852 
 sample_per_sec 120 ; sample_count 2300924 
 sample_per_sec 120 ; sample_count 2303268 
 sample_per_sec 120 ; sample_count 2303268 
 sample_per_sec 120 ; sample_count 2303268 
 sample_per_sec 120 ; sample_count 2304292 
 sample_per_sec 120 ; sample_count 2306340 
 sample_per_sec 120 ; sample_count 2306340 
 sample_per_sec 120 ; sample_count 2309412 
 sample_per_sec 120 ; sample_count 2312782 
 sample_per_sec 120 ; sample_count 2312782 
 sample_per_sec 120 ; sample_count 2312782 
 sample_per_sec 120 ; sample_count 2312782 
 sample_per_sec 120 ; sample_count 2313806 
 sample_per_sec 120 ; sample_count 2315854 
 sample_per_sec 120 ; sample_count 2317902 
 sample_per_sec 120 ; sample_count 2320974 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2322291 
 sample_per_sec 120 ; sample_count 2323315 
 sample_per_sec 120 ; sample_count 2325363 
 sample_per_sec 120 ; sample_count 2328435 
 sample_per_sec 121 ; sample_count 2331795 
 sample_per_sec 121 ; sample_count 2331795 
 sample_per_sec 121 ; sample_count 2331795 
 sample_per_sec 121 ; sample_count 2331795 
 sample_per_sec 121 ; sample_count 2332819 
 sample_per_sec 121 ; sample_count 2334867 
 sample_per_sec 121 ; sample_count 2334867 
 sample_per_sec 121 ; sample_count 2337939 
 sample_per_sec 121 ; sample_count 2341328 
 sample_per_sec 121 ; sample_count 2341328 
 sample_per_sec 121 ; sample_count 2341328 
 sample_per_sec 121 ; sample_count 2341328 
 sample_per_sec 121 ; sample_count 2342352 
 sample_per_sec 121 ; sample_count 2342352 
 sample_per_sec 121 ; sample_count 2344400 
 sample_per_sec 121 ; sample_count 2346448 
 sample_per_sec 121 ; sample_count 2349520 
 sample_per_sec 121 ; sample_count 2350827 
 sample_per_sec 121 ; sample_count 2350827 
 sample_per_sec 121 ; sample_count 2350827 
 sample_per_sec 121 ; sample_count 2351851 
 sample_per_sec 121 ; sample_count 2351851 
 sample_per_sec 121 ; sample_count 2354923 
 sample_per_sec 121 ; sample_count 2356971 
 sample_per_sec 121 ; sample_count 2360363 
 sample_per_sec 121 ; sample_count 2360363 
 sample_per_sec 121 ; sample_count 2360363 
 sample_per_sec 121 ; sample_count 2360363 
 sample_per_sec 121 ; sample_count 2361387 
 sample_per_sec 121 ; sample_count 2364459 
 sample_per_sec 121 ; sample_count 2364459 
 sample_per_sec 122 ; sample_count 2367531 
 sample_per_sec 122 ; sample_count 2369855 
 sample_per_sec 122 ; sample_count 2369855 
 sample_per_sec 122 ; sample_count 2369855 
 sample_per_sec 121 ; sample_count 2369855 
 sample_per_sec 122 ; sample_count 2370879 
 sample_per_sec 122 ; sample_count 2373951 
 sample_per_sec 122 ; sample_count 2375999 
 ------------------------------
Starting work on task 250
------------------------------
Starting work on task 251
------------------------------
Starting work on task 252
------------------------------
Starting work on task 253
------------------------------
Starting work on task 254
------------------------------
Starting work on task 255
------------------------------
Starting work on task 256
------------------------------
Starting work on task 257
------------------------------
Starting work on task 258
------------------------------
Starting work on task 259
------------------------------
Starting work on task 260
------------------------------
Starting work on task 261
------------------------------
Starting work on task 262
------------------------------
Starting work on task 263
------------------------------
Starting work on task 264
------------------------------
Starting work on task 265
------------------------------
Starting work on task 266
------------------------------
Starting work on task 267
------------------------------
Starting work on task 268
------------------------------
Starting work on task 269
------------------------------
Starting work on task 270
------------------------------
Starting work on task 271
------------------------------
Starting work on task 272
sample_per_sec 122 ; sample_count 2375999 
 sample_per_sec 122 ; sample_count 2379382 
 sample_per_sec 122 ; sample_count 2379382 
 sample_per_sec 122 ; sample_count 2379382 
 sample_per_sec 122 ; sample_count 2380406 
 sample_per_sec 122 ; sample_count 2383478 
 sample_per_sec 122 ; sample_count 2383478 
 sample_per_sec 122 ; sample_count 2386550 
 sample_per_sec 122 ; sample_count 2388905 
 sample_per_sec 122 ; sample_count 2388905 
 sample_per_sec 122 ; sample_count 2388905 
 sample_per_sec 122 ; sample_count 2389929 
 sample_per_sec 122 ; sample_count 2389929 
 sample_per_sec 122 ; sample_count 2393001 
 sample_per_sec 122 ; sample_count 2396073 
 sample_per_sec 122 ; sample_count 2398426 
 sample_per_sec 122 ; sample_count 2398426 
 sample_per_sec 122 ; sample_count 2398426 
 sample_per_sec 122 ; sample_count 2398426 
 sample_per_sec 122 ; sample_count 2399450 
 sample_per_sec 122 ; sample_count 2402522 
 sample_per_sec 122 ; sample_count 2404570 
 sample_per_sec 122 ; sample_count 2404570 
 sample_per_sec 123 ; sample_count 2407940 
 sample_per_sec 123 ; sample_count 2407940 
 sample_per_sec 123 ; sample_count 2407940 
 sample_per_sec 123 ; sample_count 2407940 
 sample_per_sec 123 ; sample_count 2408964 
 sample_per_sec 123 ; sample_count 2411012 
 sample_per_sec 123 ; sample_count 2414084 
 sample_per_sec 123 ; sample_count 2416132 
 sample_per_sec 123 ; sample_count 2417455 
 sample_per_sec 123 ; sample_count 2417455 
 sample_per_sec 123 ; sample_count 2417455 
 sample_per_sec 123 ; sample_count 2417455 
 sample_per_sec 123 ; sample_count 2418479 
 sample_per_sec 123 ; sample_count 2420527 
 sample_per_sec 123 ; sample_count 2420527 
 sample_per_sec 123 ; sample_count 2423599 
 sample_per_sec 123 ; sample_count 2425647 
 sample_per_sec 123 ; sample_count 2427006 
 sample_per_sec 123 ; sample_count 2427006 
 sample_per_sec 123 ; sample_count 2427006 
 sample_per_sec 123 ; sample_count 2427006 
 sample_per_sec 123 ; sample_count 2428030 
 sample_per_sec 123 ; sample_count 2431102 
 sample_per_sec 123 ; sample_count 2434174 
 sample_per_sec 123 ; sample_count 2434174 
 sample_per_sec 123 ; sample_count 2436532 
 sample_per_sec 123 ; sample_count 2436532 
 sample_per_sec 123 ; sample_count 2436532 
 sample_per_sec 123 ; sample_count 2436532 
 sample_per_sec 123 ; sample_count 2437556 
 sample_per_sec 123 ; sample_count 2439604 
 sample_per_sec 123 ; sample_count 2441652 
 sample_per_sec 123 ; sample_count 2444724 
 sample_per_sec 123 ; sample_count 2446047 
 sample_per_sec 123 ; sample_count 2446047 
 sample_per_sec 123 ; sample_count 2446047 
 sample_per_sec 123 ; sample_count 2447071 
 sample_per_sec 124 ; sample_count 2450143 
 sample_per_sec 124 ; sample_count 2450143 
 sample_per_sec 124 ; sample_count 2453215 
 sample_per_sec 124 ; sample_count 2455263 
 sample_per_sec 124 ; sample_count 2455579 
 sample_per_sec 124 ; sample_count 2455579 
 sample_per_sec 124 ; sample_count 2455579 
 sample_per_sec 124 ; sample_count 2455579 
 sample_per_sec 124 ; sample_count 2456603 
 sample_per_sec 124 ; sample_count 2459675 
 sample_per_sec 124 ; sample_count 2459675 
 sample_per_sec 124 ; sample_count 2461723 
 sample_per_sec 124 ; sample_count 2464795 
 sample_per_sec 124 ; sample_count 2465120 
 sample_per_sec 124 ; sample_count 2465120 
 sample_per_sec 124 ; sample_count 2465120 
 sample_per_sec 124 ; sample_count 2466144 
 sample_per_sec 124 ; sample_count 2469216 
 sample_per_sec 124 ; sample_count 2472288 
 sample_per_sec 124 ; sample_count 2474656 
 sample_per_sec 124 ; sample_count 2474656 
 sample_per_sec 124 ; sample_count 2474656 
 sample_per_sec 124 ; sample_count 2475680 
 sample_per_sec 124 ; sample_count 2475680 
 sample_per_sec 124 ; sample_count 2478752 
 sample_per_sec 124 ; sample_count 2481824 
 sample_per_sec 124 ; sample_count 2483872 
 sample_per_sec 124 ; sample_count 2484189 
 sample_per_sec 124 ; sample_count 2484189 
 sample_per_sec 124 ; sample_count 2484189 
 sample_per_sec 124 ; sample_count 2485213 
 sample_per_sec 125 ; sample_count 2488285 
 sample_per_sec 124 ; sample_count 2488285 
 sample_per_sec 125 ; sample_count 2491357 
 sample_per_sec 125 ; sample_count 2493720 
 sample_per_sec 125 ; sample_count 2493720 
 sample_per_sec 125 ; sample_count 2493720 
 sample_per_sec 125 ; sample_count 2493720 
 sample_per_sec 125 ; sample_count 2494744 
 sample_per_sec 125 ; sample_count 2497816 
 sample_per_sec 125 ; sample_count 2499864 
 sample_per_sec 125 ; sample_count 2499864 
 sample_per_sec 125 ; sample_count 2503240 
 sample_per_sec 125 ; sample_count 2503240 
 sample_per_sec 125 ; sample_count 2503240 
 sample_per_sec 125 ; sample_count 2503240 
 sample_per_sec 125 ; sample_count 2504264 
 sample_per_sec 125 ; sample_count 2506312 
 sample_per_sec 125 ; sample_count 2508360 
 sample_per_sec 125 ; sample_count 2511432 
 sample_per_sec 125 ; sample_count 2512763 
 sample_per_sec 125 ; sample_count 2512763 
 sample_per_sec 125 ; sample_count 2512763 
 sample_per_sec 125 ; sample_count 2512763 
 sample_per_sec 125 ; sample_count 2513787 
 sample_per_sec 125 ; sample_count 2513787 
 sample_per_sec 125 ; sample_count 2516859 
 sample_per_sec 125 ; sample_count 2518907 
 sample_per_sec 125 ; sample_count 2522273 
 sample_per_sec 125 ; sample_count 2522273 
 sample_per_sec 125 ; sample_count 2522273 
 sample_per_sec 125 ; sample_count 2522273 
 sample_per_sec 125 ; sample_count 2523297 
 sample_per_sec 125 ; sample_count 2526369 
 sample_per_sec 126 ; sample_count 2529441 
 sample_per_sec 126 ; sample_count 2529441 
 sample_per_sec 126 ; sample_count 2531796 
 sample_per_sec 126 ; sample_count 2531796 
 sample_per_sec 126 ; sample_count 2531796 
 sample_per_sec 126 ; sample_count 2531796 
 sample_per_sec 125 ; sample_count 2531796 
 sample_per_sec 125 ; sample_count 2531796 
 sample_per_sec 125 ; sample_count 2531796 
 sample_per_sec 125 ; sample_count 2532820 
 sample_per_sec 126 ; sample_count 2535892 
 sample_per_sec 126 ; sample_count 2538964 
 sample_per_sec 126 ; sample_count 2538964 
 sample_per_sec 126 ; sample_count 2541335 
 sample_per_sec 126 ; sample_count 2541335 
 sample_per_sec 126 ; sample_count 2541335 
 sample_per_sec 126 ; sample_count 2541335 
 sample_per_sec 126 ; sample_count 2541335 
 sample_per_sec 126 ; sample_count 2542359 
 sample_per_sec 126 ; sample_count 2544407 
 sample_per_sec 126 ; sample_count 2544407 
 sample_per_sec 126 ; sample_count 2547479 
 sample_per_sec 126 ; sample_count 2550806 
 sample_per_sec 126 ; sample_count 2550806 
 sample_per_sec 126 ; sample_count 2550806 
 sample_per_sec 126 ; sample_count 2550806 
 sample_per_sec 126 ; sample_count 2551830 
 sample_per_sec 126 ; sample_count 2551830 
 sample_per_sec 126 ; sample_count 2553878 
 sample_per_sec 126 ; sample_count 2556950 
 sample_per_sec 126 ; sample_count 2560022 
 sample_per_sec 126 ; sample_count 2560289 
 sample_per_sec 126 ; sample_count 2560289 
 sample_per_sec 126 ; sample_count 2560289 
 sample_per_sec 126 ; sample_count 2560289 
 sample_per_sec 126 ; sample_count 2561313 
 sample_per_sec 126 ; sample_count 2563361 
 sample_per_sec 126 ; sample_count 2566433 
 sample_per_sec 126 ; sample_count 2569809 
 sample_per_sec 126 ; sample_count 2569809 
 sample_per_sec 126 ; sample_count 2569809 
 sample_per_sec 126 ; sample_count 2569809 
 sample_per_sec 126 ; sample_count 2569809 
 sample_per_sec 126 ; sample_count 2570833 
 sample_per_sec 126 ; sample_count 2572881 
 sample_per_sec 126 ; sample_count 2574929 
 sample_per_sec 126 ; sample_count 2578001 
 sample_per_sec 127 ; sample_count 2579346 
 sample_per_sec 127 ; sample_count 2579346 
 sample_per_sec 126 ; sample_count 2579346 
 sample_per_sec 126 ; sample_count 2579346 
 sample_per_sec 126 ; sample_count 2580370 
 sample_per_sec 127 ; sample_count 2583442 
 sample_per_sec 127 ; sample_count 2583442 
 sample_per_sec 127 ; sample_count 2586514 
 sample_per_sec 127 ; sample_count 2588868 
 sample_per_sec 127 ; sample_count 2588868 
 sample_per_sec 127 ; sample_count 2588868 
 sample_per_sec 127 ; sample_count 2588868 
 sample_per_sec 127 ; sample_count 2589892 
 sample_per_sec 127 ; sample_count 2591940 
 sample_per_sec 127 ; sample_count 2593988 
 ------------------------------
Starting work on task 273
------------------------------
Starting work on task 274
------------------------------
Starting work on task 275
------------------------------
Starting work on task 276
------------------------------
Starting work on task 277
------------------------------
Starting work on task 278
------------------------------
Starting work on task 279
------------------------------
Starting work on task 280
------------------------------
Starting work on task 281
------------------------------
Starting work on task 282
------------------------------
Starting work on task 283
------------------------------
Starting work on task 284
------------------------------
Starting work on task 285
------------------------------
Starting work on task 286
------------------------------
Starting work on task 287
------------------------------
Starting work on task 288
------------------------------
Starting work on task 289
------------------------------
Starting work on task 290
------------------------------
Starting work on task 291
------------------------------
Starting work on task 292
------------------------------
Starting work on task 293
------------------------------
Starting work on task 294
------------------------------
Starting work on task 295
------------------------------
Starting work on task 296
sample_per_sec 127 ; sample_count 2597060 
 sample_per_sec 127 ; sample_count 2598405 
 sample_per_sec 127 ; sample_count 2598405 
 sample_per_sec 127 ; sample_count 2598405 
 sample_per_sec 127 ; sample_count 2598405 
 sample_per_sec 127 ; sample_count 2599429 
 sample_per_sec 127 ; sample_count 2599429 
 sample_per_sec 127 ; sample_count 2602501 
 sample_per_sec 127 ; sample_count 2605573 
 sample_per_sec 127 ; sample_count 2607932 
 sample_per_sec 127 ; sample_count 2607932 
 sample_per_sec 127 ; sample_count 2607932 
 sample_per_sec 127 ; sample_count 2607932 
 sample_per_sec 127 ; sample_count 2607932 
 sample_per_sec 127 ; sample_count 2608956 
 sample_per_sec 127 ; sample_count 2612028 
 sample_per_sec 127 ; sample_count 2615100 
 sample_per_sec 127 ; sample_count 2617438 
 sample_per_sec 127 ; sample_count 2617438 
 sample_per_sec 127 ; sample_count 2617438 
 sample_per_sec 127 ; sample_count 2617438 
 sample_per_sec 127 ; sample_count 2618462 
 sample_per_sec 127 ; sample_count 2618462 
 sample_per_sec 127 ; sample_count 2621534 
 sample_per_sec 128 ; sample_count 2624606 
 sample_per_sec 128 ; sample_count 2626931 
 sample_per_sec 128 ; sample_count 2626931 
 sample_per_sec 128 ; sample_count 2626931 
 sample_per_sec 128 ; sample_count 2626931 
 sample_per_sec 128 ; sample_count 2627955 
 sample_per_sec 128 ; sample_count 2630003 
 sample_per_sec 128 ; sample_count 2632051 
 sample_per_sec 128 ; sample_count 2635123 
 sample_per_sec 128 ; sample_count 2636457 
 sample_per_sec 128 ; sample_count 2636457 
 sample_per_sec 128 ; sample_count 2636457 
 sample_per_sec 128 ; sample_count 2636457 
 sample_per_sec 128 ; sample_count 2637481 
 sample_per_sec 128 ; sample_count 2637481 
 sample_per_sec 128 ; sample_count 2640553 
 sample_per_sec 128 ; sample_count 2643625 
 sample_per_sec 128 ; sample_count 2645673 
 sample_per_sec 128 ; sample_count 2645969 
 sample_per_sec 128 ; sample_count 2645969 
 sample_per_sec 128 ; sample_count 2645969 
 sample_per_sec 128 ; sample_count 2645969 
 sample_per_sec 128 ; sample_count 2646993 
 sample_per_sec 128 ; sample_count 2650065 
 sample_per_sec 128 ; sample_count 2653137 
 sample_per_sec 128 ; sample_count 2653137 
 sample_per_sec 128 ; sample_count 2655461 
 sample_per_sec 128 ; sample_count 2655461 
 sample_per_sec 128 ; sample_count 2655461 
 sample_per_sec 128 ; sample_count 2656485 
 sample_per_sec 128 ; sample_count 2656485 
 sample_per_sec 128 ; sample_count 2659557 
 sample_per_sec 128 ; sample_count 2662629 
 sample_per_sec 128 ; sample_count 2665014 
 sample_per_sec 128 ; sample_count 2665014 
 sample_per_sec 128 ; sample_count 2665014 
 sample_per_sec 128 ; sample_count 2665014 
 sample_per_sec 128 ; sample_count 2665014 
 sample_per_sec 128 ; sample_count 2666038 
 sample_per_sec 128 ; sample_count 2666038 
 sample_per_sec 128 ; sample_count 2669110 
 sample_per_sec 129 ; sample_count 2672182 
 sample_per_sec 129 ; sample_count 2674531 
 sample_per_sec 129 ; sample_count 2674531 
 sample_per_sec 129 ; sample_count 2674531 
 sample_per_sec 129 ; sample_count 2674531 
 sample_per_sec 129 ; sample_count 2675555 
 sample_per_sec 129 ; sample_count 2678627 
 sample_per_sec 129 ; sample_count 2681699 
 sample_per_sec 129 ; sample_count 2683747 
 sample_per_sec 129 ; sample_count 2684070 
 sample_per_sec 129 ; sample_count 2684070 
 sample_per_sec 129 ; sample_count 2684070 
 sample_per_sec 129 ; sample_count 2685094 
 sample_per_sec 129 ; sample_count 2685094 
 sample_per_sec 129 ; sample_count 2688166 
 sample_per_sec 129 ; sample_count 2691238 
 sample_per_sec 129 ; sample_count 2693286 
 sample_per_sec 129 ; sample_count 2693596 
 sample_per_sec 129 ; sample_count 2693596 
 sample_per_sec 129 ; sample_count 2694620 
 sample_per_sec 129 ; sample_count 2694620 
 sample_per_sec 129 ; sample_count 2697692 
 sample_per_sec 129 ; sample_count 2700764 
 sample_per_sec 129 ; sample_count 2702812 
 sample_per_sec 129 ; sample_count 2703120 
 sample_per_sec 129 ; sample_count 2703120 
 sample_per_sec 129 ; sample_count 2703120 
 sample_per_sec 129 ; sample_count 2704144 
 sample_per_sec 129 ; sample_count 2707216 
 sample_per_sec 129 ; sample_count 2710288 
 sample_per_sec 130 ; sample_count 2712632 
 sample_per_sec 130 ; sample_count 2712632 
 sample_per_sec 129 ; sample_count 2712632 
 sample_per_sec 129 ; sample_count 2712632 
 sample_per_sec 129 ; sample_count 2713656 
 sample_per_sec 130 ; sample_count 2715704 
 sample_per_sec 130 ; sample_count 2715704 
 sample_per_sec 130 ; sample_count 2718776 
 sample_per_sec 130 ; sample_count 2722165 
 sample_per_sec 130 ; sample_count 2722165 
 sample_per_sec 130 ; sample_count 2722165 
 sample_per_sec 130 ; sample_count 2722165 
 sample_per_sec 130 ; sample_count 2723189 
 sample_per_sec 130 ; sample_count 2726261 
 sample_per_sec 130 ; sample_count 2726261 
 sample_per_sec 130 ; sample_count 2729333 
 sample_per_sec 130 ; sample_count 2731672 
 sample_per_sec 130 ; sample_count 2731672 
 sample_per_sec 130 ; sample_count 2731672 
 sample_per_sec 130 ; sample_count 2731672 
 sample_per_sec 130 ; sample_count 2732696 
 sample_per_sec 130 ; sample_count 2735768 
 sample_per_sec 130 ; sample_count 2735768 
 sample_per_sec 130 ; sample_count 2738840 
 sample_per_sec 130 ; sample_count 2741215 
 sample_per_sec 130 ; sample_count 2741215 
 sample_per_sec 130 ; sample_count 2741215 
 sample_per_sec 130 ; sample_count 2742239 
 sample_per_sec 130 ; sample_count 2742239 
 sample_per_sec 130 ; sample_count 2745311 
 sample_per_sec 130 ; sample_count 2748383 
 sample_per_sec 130 ; sample_count 2750431 
 sample_per_sec 130 ; sample_count 2750749 
 sample_per_sec 130 ; sample_count 2750749 
 sample_per_sec 130 ; sample_count 2750749 
 sample_per_sec 130 ; sample_count 2751773 
 sample_per_sec 130 ; sample_count 2754845 
 sample_per_sec 131 ; sample_count 2757917 
 sample_per_sec 131 ; sample_count 2757917 
 sample_per_sec 131 ; sample_count 2760245 
 sample_per_sec 131 ; sample_count 2760245 
 sample_per_sec 131 ; sample_count 2760245 
 sample_per_sec 131 ; sample_count 2761269 
 sample_per_sec 131 ; sample_count 2764341 
 sample_per_sec 131 ; sample_count 2767413 
 sample_per_sec 131 ; sample_count 2769790 
 sample_per_sec 131 ; sample_count 2769790 
 sample_per_sec 131 ; sample_count 2769790 
 sample_per_sec 131 ; sample_count 2769790 
 sample_per_sec 131 ; sample_count 2770814 
 sample_per_sec 131 ; sample_count 2773886 
 sample_per_sec 131 ; sample_count 2773886 
 sample_per_sec 131 ; sample_count 2776958 
 sample_per_sec 131 ; sample_count 2779334 
 sample_per_sec 131 ; sample_count 2779334 
 sample_per_sec 131 ; sample_count 2779334 
 sample_per_sec 131 ; sample_count 2779334 
 sample_per_sec 131 ; sample_count 2780358 
 sample_per_sec 131 ; sample_count 2783430 
 sample_per_sec 131 ; sample_count 2786502 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2788850 
 sample_per_sec 131 ; sample_count 2789874 
 sample_per_sec 131 ; sample_count 2791922 
 sample_per_sec 131 ; sample_count 2791922 
 sample_per_sec 131 ; sample_count 2794994 
 sample_per_sec 131 ; sample_count 2797042 
 sample_per_sec 131 ; sample_count 2798381 
 sample_per_sec 131 ; sample_count 2798381 
 sample_per_sec 131 ; sample_count 2798381 
 sample_per_sec 131 ; sample_count 2798381 
 sample_per_sec 131 ; sample_count 2799405 
 sample_per_sec 131 ; sample_count 2802477 
 sample_per_sec 131 ; sample_count 2802477 
 sample_per_sec 132 ; sample_count 2805549 
 sample_per_sec 132 ; sample_count 2807865 
 sample_per_sec 132 ; sample_count 2807865 
 sample_per_sec 132 ; sample_count 2807865 
 sample_per_sec 132 ; sample_count 2807865 
 sample_per_sec 132 ; sample_count 2808889 
 sample_per_sec 132 ; sample_count 2810937 
 sample_per_sec 132 ; sample_count 2812985 
 sample_per_sec 132 ; sample_count 2815033 
 sample_per_sec 132 ; sample_count 2815033 
 sample_per_sec 132 ; sample_count 2817388 
 sample_per_sec 132 ; sample_count 2817388 
 sample_per_sec 132 ; sample_count 2817388 
 ------------------------------
Starting work on task 297
------------------------------
Starting work on task 298
------------------------------
Starting work on task 299
------------------------------
Starting work on task 300
------------------------------
Starting work on task 301
------------------------------
Starting work on task 302
------------------------------
Starting work on task 303
------------------------------
Starting work on task 304
------------------------------
Starting work on task 305
------------------------------
Starting work on task 306
------------------------------
Starting work on task 307
------------------------------
Starting work on task 308
------------------------------
Starting work on task 309
------------------------------
Starting work on task 310
------------------------------
Starting work on task 311
------------------------------
Starting work on task 312
------------------------------
Starting work on task 313
------------------------------
Starting work on task 314
------------------------------
Starting work on task 315
------------------------------
Starting work on task 316
------------------------------
Starting work on task 317
------------------------------
Starting work on task 318
sample_per_sec 132 ; sample_count 2818412 
 sample_per_sec 132 ; sample_count 2821484 
 sample_per_sec 132 ; sample_count 2821484 
 sample_per_sec 132 ; sample_count 2824556 
 sample_per_sec 132 ; sample_count 2826916 
 sample_per_sec 132 ; sample_count 2826916 
 sample_per_sec 132 ; sample_count 2826916 
